n,t,v,q,pwm,fa
113,2.26,"[-0.0537, -0.0383, -4.35]","[1, -0.00122, -0.00327, -0.00492]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0816, 4.33e-05, 1.04]"
114,2.28,"[-0.0526, -0.0391, -4.48]","[1, -0.0011, -0.00349, -0.00493]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0814, 4.81e-05, 1.1]"
115,2.3,"[-0.0514, -0.0398, -4.6]","[1, -0.000976, -0.00372, -0.00493]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0812, 5.33e-05, 1.17]"
116,2.32,"[-0.05, -0.0404, -4.73]","[1, -0.000846, -0.00392, -0.00493]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.081, 5.88e-05, 1.23]"
117,2.34,"[-0.0485, -0.0409, -4.85]","[1, -0.000695, -0.0041, -0.00494]","[1.98e+03, 2e+03, 1e+03, 2e+03]","[-0.0808, 6.53e-05, 1.3]"
118,2.36,"[-0.0469, -0.0413, -4.98]","[1, -0.00055, -0.00428, -0.00494]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0806, 7.17e-05, 1.36]"
119,2.38,"[-0.0452, -0.0417, -5.1]","[1, -0.000314, -0.00452, -0.00494]","[1.99e+03, 1.99e+03, 1e+03, 2e+03]","[-0.0804, 8.23e-05, 1.43]"
120,2.4,"[-0.0433, -0.0417, -5.21]","[1, 0.000331, -0.00501, -0.00494]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0798, 0.000113, 1.49]"
121,2.42,"[-0.041, -0.0413, -5.33]","[1, 0.00117, -0.00559, -0.00493]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0792, 0.00016, 1.56]"
122,2.44,"[-0.0383, -0.0403, -5.45]","[1, 0.00205, -0.00617, -0.00492]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0785, 0.000216, 1.63]"
123,2.46,"[-0.0353, -0.0388, -5.57]","[1, 0.00292, -0.0067, -0.00491]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0779, 0.000279, 1.71]"
124,2.48,"[-0.0319, -0.0367, -5.69]","[1, 0.00374, -0.00718, -0.0049]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0774, 0.000345, 1.78]"
125,2.5,"[-0.0283, -0.0342, -5.81]","[1, 0.00451, -0.00759, -0.00489]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0771, 0.00041, 1.85]"
126,2.52,"[-0.0244, -0.0312, -5.92]","[1, 0.00522, -0.00793, -0.00488]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0768, 0.000474, 1.93]"
127,2.54,"[-0.0203, -0.0278, -6.04]","[1, 0.00588, -0.0082, -0.00487]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0766, 0.000534, 2]"
128,2.56,"[-0.0161, -0.024, -6.15]","[1, 0.00648, -0.0084, -0.00486]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0766, 0.000588, 2.08]"
129,2.58,"[-0.0118, -0.0199, -6.27]","[1, 0.00699, -0.00859, -0.00484]","[1.98e+03, 1.98e+03, 1e+03, 2e+03]","[-0.0766, 0.000631, 2.16]"
130,2.6,"[-0.00742, -0.0155, -6.38]","[1, 0.00743, -0.00879, -0.00483]","[1.84e+03, 1.84e+03, 1e+03, 2e+03]","[-0.0766, 0.000663, 2.24]"
131,2.62,"[-0.00293, -0.011, -6.48]","[1, 0.00769, -0.00918, -0.00481]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0763, 0.000668, 2.31]"
132,2.64,"[0.0019, -0.00633, -6.59]","[1, 0.00781, -0.00969, -0.0048]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0758, 0.00065, 2.39]"
133,2.66,"[0.00704, -0.00161, -6.7]","[1, 0.00787, -0.0102, -0.00479]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0753, 0.000623, 2.47]"
134,2.68,"[0.0125, 0.00312, -6.81]","[1, 0.00792, -0.0107, -0.00477]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0749, 0.000594, 2.55]"
135,2.7,"[0.0182, 0.00787, -6.92]","[1, 0.00795, -0.0111, -0.00476]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0746, 0.000564, 2.63]"
136,2.72,"[0.024, 0.0126, -7.03]","[1, 0.00801, -0.0114, -0.00475]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0744, 0.000538, 2.71]"
137,2.74,"[0.0301, 0.0173, -7.13]","[1, 0.00804, -0.0118, -0.00474]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0742, 0.000509, 2.79]"
138,2.76,"[0.0362, 0.022, -7.23]","[1, 0.00787, -0.0124, -0.00472]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0736, 0.000451, 2.87]"
